OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,ROLE,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
haskell,python,languages,python,BAD,,1.0,0,1,hence the haskell is over an order of magnitude slower than most languages and even slower than python (!),"i don't see that there is anything intrinsic about perl or python, as programming languages , that makes them better suited for that domain than haskell.","openbayes for python looks good, so together these would be powerful tools... but again, this is just my selfish perspective, since i know these languages better than haskell.",,
hewlett-packard,ibm,faster,ibm,GOOD,PREDICATE-FULL,1.0,1,0,"however, ""hds and hewlett-packard have taken a rather aggressive editorial license in promoting their storage solutions as being up to eight times faster than those of emc and ibm,"" according to the report.","while ibm subsequently came out with midlife kickers for the power6 generation (doubling up the processors in a box, but not in the chips themselves) and, just a few weeks ago, noticeably faster eight-core power7 chips, ibm has not moved down into the high volume end of the server market, thus ceding that turf to products in its own x line and the alternatives sold by hewlett-packard , dell , and others--including ibm's own system x and bladecenter products.",,,
hewlett-packard,ibm,easier,hewlett-packard,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"ibm is hoping that the combination of the new software and security tools, as well a more stylish and easier-to-service chassis, will add up and give the company an advantage over rivals like dell computer and hewlett-packard.","for example, ibm has rolled out an update to its infosphere traceability server that makes it easier to keep track of shipping containers, which comes on the heels of more sensitive sensors that were recently rolled out by hewlett-packard.","""on this we agree with ibm's direction, although we think it is easier for the armonk giant, with its large global services consultancy arm to support linux directly than it is for sun, hewlett packard and compaq... it is worth noting that ibm was responsible in exactly the same way for the proliferation of windows nt, claiming for many years to be harvesting more revenue from windows nt than microsoft itself was able to do.",,
hewlett-packard,ibm,stock,ibm,BAD,,1.0,0,1,"he also recommends stock of ibm, since it benefits from a rapidly-growing service business that ranks ahead of compaq and hewlett-packard.","but you wouldn't want the mix adjusted every day, just because the stock price of ibm today is a better deal than hewlett packard.","hewlett-packard jumped 3.7 percent to $30.56 after barclays analyst ben reitzes upgraded the stock, explaining that he believes the company could take share in the server market as ibm transfers some of its business in that sector to lenovo.","san francisco (marketwatch) -- shares of hewlett-packard rallied tuesday after a barclays analyst upgraded the stock, saying h-p is poised to gain market share as rival ibm corp. exits the low-end server market.",
hewlett-packard,ibm,greater,ibm,BAD,,1.0,0,1,"ibm is the dow's top dog, with a greater impact on the index than alcoa, bank of america, cisco, intel, pfizer, at&t, ge and hewlett packard combined.","taking aim at a greater slice of the corporate computing pie, hewlett-packard and microsoft said wednesday they would join forces on a three-year, u$300 million effort to sell more software and service solutions to large enterprises where common rival ibm is a strong player.",,,
hewlett-packard,ibm,deal,ibm,BAD,,1.0,0,1,the deal to combine hewlett-packard with eds will create the second-largest technology services provider behind ibm corp.,"but you wouldn't want the mix adjusted every day, just because the stock price of ibm today is a better deal than hewlett packard.",,,
hewlett-packard,ibm,easier to package,hewlett-packard,GOOD,PREDICATE-FULL,1.0,0,1,,,,,
hewlett-packard,ibm,today,ibm,BAD,,1.0,0,1,"but you wouldn't want the mix adjusted every day, just because the stock price of ibm today is a better deal than hewlett packard.",,,,
hewlett-packard,ibm,price,ibm,BAD,,1.0,0,1,"but you wouldn't want the mix adjusted every day, just because the stock price of ibm today is a better deal than hewlett packard.",,,,
hewlett-packard,ibm,hewlett,ibm,BAD,,1.0,0,1,"it's not the software business of microsoft or oracle or ibm, to be sure, but it hangs together better perhaps than what hewlett-packard has cobbled together.",,,,
hewlett-packard,ibm,packard,ibm,BAD,,1.0,0,1,"it's not the software business of microsoft or oracle or ibm, to be sure, but it hangs together better perhaps than what hewlett-packard has cobbled together.",,,,
skiing,swimming,safer,skiing,GOOD,PREDICATE-FULL,1.0,1,0,"skiing: safer than biking, swimming .","in this regard, skiing and snowboarding are safer sports than bike riding or swimming.",this fatality rate makes skiing and snowboarding more dangerous than bicycling and slightly safer than swimming.,"statistically speaking, skiing is generally considered safer than swimming, horse riding, climbing, or playing football.","to the public, ski resorts market skiing and snowboarding as safe - safer than cycling or swimming."
pizza,sandwich,shops,pizza,BAD,,1.0,0,1,our local pizza shops make a better sandwich than either.,"in fact, i should probably build a take away window on the side of my house because my pizza is better than most sandwich shops.",,,
pizza,sandwich,option,pizza,BAD,,1.0,0,1,"the first time i went i ordered a slice of pizza, as we were hungover and it was a better option than a sandwich.",the pizza station had a goat cheese pizza that was very good and the sandwich station had an option for a mozzarella/prosciutto/arugula which was tasty.,,,
pizza,sandwich,faster,pizza,GOOD,PREDICATE-FULL,1.0,0,1,"it isn't pleasant and no one looks forward to it but that said, it is often a reality of life and our asheville bed and breakfast favorite pizza recipe will be faster than going out and definitely beats a sandwich.","and the service is in the faster than a speeding bullet category: bertucci's offers express lunches, and at dinner you'll get your pizza sooner than some places can make you a tuna sandwich.","sure, i could probably order a pizza online faster, but i'm no match when it comes to caramelizing onions, frying fish, or building a sandwich with fresh bread, sliced cheese, and extra tlc.",,
